,BukkenName,Price,Address,Space,Type,Belanda,Build,Line,Station,Walk,DaysAgo,City,Street,Number,Latitude,Longitude
143,日本橋アビタシオン,4980,東京都中央区日本橋箱崎町,50.6,2LDK,8.3,1983-09-01,東京メトロ半蔵門線,水天宮前,3,14653,東京都,中央区,日本橋箱崎町,35.6802467,139.787575
144,秀和新川レジデンス,4989,東京都中央区新川２-31-11,40.0,1LDK,4.7,1981-01-01,東京メトロ日比谷線,八丁堀,9,15626,東京都,中央区,新川,35.6722088,139.7828242
145,レジデンシャルスター白山シーズンテラス,4990,東京都文京区白山４,39.16,1DK,4.79,2010-01-01,都営三田線,白山,4,5034,東京都,文京区,白山４,35.7212312,139.7466817
146,ダイアパレス中落合,4998,東京都新宿区中落合３,54.3,2LDK,7.49,1998-03-01,西武池袋線,椎名町,7,9358,東京都,新宿区,中落合３,35.7217178,139.6879468
147,マイキャッスル千駄ヶ谷,4999,東京都渋谷区千駄ヶ谷５-1-10,37.46,1LDK,2.81,1996-10-01,ＪＲ総武線,千駄ケ谷,3,9874,東京都,渋谷区,千駄ヶ谷,35.6817662,139.7091477
148,【「マンハッタン」Style】高田馬場ハイツ/新宿区…,5080,東京都新宿区高田馬場４,67.87,2LDK,,1982-02-01,ＪＲ山手線,高田馬場,8,15230,東京都,新宿区,高田馬場４,35.7111135,139.7000721
149,アドリーム東麻布,5098,東京都港区東麻布１,39.41,1LDK,9.22,1997-06-01,都営大江戸線,赤羽橋,2,9631,東京都,港区,東麻布１,35.6559447,139.7441268
150,白金武蔵野マンション,5099,東京都港区白金１-25-24,44.69,1LDK,6.84,1970-07-01,東京メトロ南北線,白金高輪,4,19463,東京都,港区,白金,35.6439925,139.7317149
151,ヴァン・ヴェール新宿,5099,東京都新宿区大久保１-3-22,47.25,1LDK+S（納戸）,7.83,1978-08-01,東京メトロ副都心線,東新宿,1,16510,東京都,新宿区,大久保,35.6999151,139.7076117
152,白金武蔵野マンション,5099,東京都港区白金１,44.69,1LDK,6.84,1970-07-01,東京メトロ南北線,白金高輪,4,19463,東京都,港区,白金１,35.6449583,139.7339083
153,六本木ハイツ,5180,東京都港区六本木４-1-16,47.93,1LDK,4.9,1967-05-01,東京メトロ日比谷線,六本木,3,20620,東京都,港区,六本木,35.6647041,139.7345957
154,上智マンション,5180,東京都渋谷区広尾１,46.71,1LDK,,1963-10-01,ＪＲ山手線,恵比寿,6,21928,東京都,渋谷区,広尾１,35.6492266,139.7137957
155,秀和高輪レジデンス,5180,東京都港区高輪２,49.5,1LDK,,1970-05-01,都営浅草線,泉岳寺,5,19524,東京都,港区,高輪２,35.6373108,139.73774
156,エクセレントシティ文京大塚,5180,東京都文京区大塚６,46.61,2LDK,5.81,2015-03-01,東京メトロ丸ノ内線,新大塚,4,3149,東京都,文京区,大塚６,35.7256433,139.7262455
157,文京目白台ハイツ,5180,東京都文京区目白台２,57.4,2LDK,5.48,1982-08-01,東京メトロ副都心線,雑司が谷,8,15049,東京都,文京区,目白台２,35.7172234,139.7224146
158,【戸山ハイツ最上階♪眺望良好♪駅近好立地♪,5199,東京都新宿区戸山２,62.32,2LDK,10.23,1973-03-01,東京メトロ副都心線,西早稲田,5,18489,東京都,新宿区,戸山２,35.7027978,139.7121998
159,リビオレゾン三田,5199,東京都港区芝５,24.45,1K,3.78,2023-04-01,都営三田線,三田,4,196,東京都,港区,芝５,35.646955,139.7460429
160,シャンボール原宿,5200,東京都渋谷区神宮前２-19-11,49.47,2DK,4.86,1972-09-01,東京メトロ副都心線,北参道,9,18670,東京都,渋谷区,神宮前,35.6733631,139.710185
161,☆弊社限定公開☆2021年築【新宿区×駅徒歩1分×1…,5200,東京都新宿区市谷柳町,30.89,1LDK,7.52,2021-08-01,都営大江戸線,牛込柳町,1,804,東京都,新宿区,市谷柳町,35.6991035,139.7265648
162,インペリアル渋谷神泉フラット,5280,東京都渋谷区神泉町,41.98,1LDK,4.27,1983-10-01,京王井の頭線,神泉,3,14623,東京都,渋谷区,神泉町,35.656833,139.6927328
163,グランドメゾン田町,5280,東京都港区芝浦２,54.59,1LDK,4.39,1983-01-01,ＪＲ山手線,田町,10,14896,東京都,港区,芝浦２,35.6446055,139.7530694
164,スカイコート市ヶ谷,5280,東京都新宿区市谷薬王寺町,44.28,1LDK,4.28,1984-03-01,都営大江戸線,牛込柳町,5,14471,東京都,新宿区,市谷薬王寺町,35.6969677,139.7262455
165,フリーディオ西麻布,5280,東京都港区西麻布４,31.49,1LDK,5.91,1999-11-01,東京メトロ日比谷線,広尾,7,8748,東京都,港区,西麻布４,35.6581991,139.7211376
166,スカイコート市ヶ谷,5280,東京都新宿区市谷薬王寺町,44.28,1LDK,4.28,1984-03-01,都営大江戸線,牛込柳町,5,14471,東京都,新宿区,市谷薬王寺町,35.6969677,139.7262455
167,アスコットパーク日本橋浜町アルテ,5280,東京都中央区日本橋浜町２,40.02,1LDK,4.25,2008-02-01,都営新宿線,浜町,4,5734,東京都,中央区,日本橋浜町２,35.687647,139.7888534
168,ハイローズ代々木上原,5290,東京都渋谷区上原２-4-7,37.84,1LDK,5.07,1997-04-01,東京メトロ千代田線,代々木上原,4,9692,東京都,渋谷区,上原,35.6678871,139.6832609
169,オープンレジデンシア神楽坂若宮町,5298,東京都新宿区若宮町26-25,40.04,1LDK,,2016-12-01,ＪＲ総武線,飯田橋,5,2508,東京都,新宿区,若宮町26-25,35.69938339999999,139.7398555
170,秀和高輪レジデンス,5298,東京都港区高輪２,52.25,1LDK,5.5,1970-05-01,都営浅草線,泉岳寺,5,19524,東京都,港区,高輪２,35.6373108,139.73774
171,代々木コート,5380,東京都渋谷区代々木３-13-4,69.11,4DK,,1995-03-01,ＪＲ山手線,新宿,11,10454,東京都,渋谷区,代々木,35.6838113,139.6947869
172,フローレンスパレス笹塚,5380,東京都渋谷区笹塚２,55.45,2LDK,6.91,1999-05-01,京王線,笹塚,4,8932,東京都,渋谷区,笹塚２,35.6751534,139.6662552
173,ライオンズマンション上落合,5380,東京都新宿区上落合１,53.36,2LDK,8.1,1999-08-01,都営大江戸線,中井,5,8840,東京都,新宿区,上落合１,35.7126216,139.6924137
174,メゾン・ド・ヴィレ日本橋浜町,5380,東京都中央区日本橋浜町２,40.23,1LDK,3.72,1998-03-01,都営新宿線,浜町,3,9358,東京都,中央区,日本橋浜町２,35.687647,139.7888534
175,ニューハウス浜町,5380,東京都中央区日本橋浜町３,63.74,2LDK,7.7,1979-03-01,都営新宿線,浜町,6,16298,東京都,中央区,日本橋浜町３,35.684715,139.7901318
176,ライオンズマンション日本橋,5380,東京都中央区日本橋蛎殻町１,47.79,2LDK,9.4,1982-05-01,東京メトロ半蔵門線,水天宮前,3,15141,東京都,中央区,日本橋蛎殻町１,35.6821547,139.7837401
177,エクセルシオール初台,5380,東京都渋谷区初台２,40.5,1LDK,2.55,1999-03-01,京王新線,初台,10,8993,東京都,渋谷区,初台２,35.6759678,139.6853944
178,パークプリエ神楽坂,5380,東京都新宿区東五軒町,35.59,1DK,14.82,2005-03-01,東京メトロ東西線,神楽坂,8,6801,東京都,新宿区,東五軒町,35.7066835,139.7390173
179,ライオンズマンション六本木,5480,東京都港区六本木５,52.23,1LDK,10.32,1977-12-01,東京メトロ南北線,麻布十番,3,16753,東京都,港区,六本木５,35.6598808,139.7339083
180,ストークベル浜松町,5480,東京都港区浜松町１-2-17,44.6,1LDK,6.24,1982-01-01,ＪＲ山手線,浜松町,5,15261,東京都,港区,浜松町,35.6597702,139.7559042
181,ライオンズマンション六本木,5480,東京都港区六本木５-13-19,52.23,1LDK,10.32,1977-12-01,東京メトロ南北線,麻布十番,3,16753,東京都,港区,六本木,35.6581441,139.7355293
182,日興パレス広尾プラザ,5480,東京都渋谷区広尾１,40.06,1LDK,4.07,1985-03-01,ＪＲ山手線,恵比寿,9,14106,東京都,渋谷区,広尾１,35.6492266,139.7137957
183,グランドメゾン千駄木一番館,5480,東京都文京区千駄木４,50.34,2DK,4.05,1994-10-01,東京メトロ千代田線,千駄木,9,10605,東京都,文京区,千駄木４,35.7307875,139.7597773
184,白金グランドハイツ,5480,東京都港区白金４,47.0,1LDK,,1983-03-01,東京メトロ南北線,白金高輪,7,14837,東京都,港区,白金４,35.6423965,139.7275226
185,ストークベル浜松町,5480,東京都港区浜松町１,44.6,1LDK,6.24,1982-01-01,都営大江戸線,大門,5,15261,東京都,港区,浜松町１,35.658259,139.7556247
186,田町グリーンハイツ,5480,東京都港区芝浦２,65.55,2LDK,6.45,1979-02-01,ＪＲ山手線,田町,9,16326,東京都,港区,芝浦２,35.6446055,139.7530694
187,秀和青南レジデンス,5498,東京都港区南青山４-１８－３,46.5,1LDK,6.0,1968-03-01,東京メトロ半蔵門線,表参道,7,20315,東京都,港区,南青山４-１８－３,35.6636233,139.7175863
188,ライオンズマンション乃木坂,5498,東京都港区赤坂８,37.02,1LDK,4.08,1998-10-01,東京メトロ千代田線,乃木坂,4,9144,東京都,港区,赤坂８,35.6710904,139.7275226
189,グランドメゾン南麻布,5580,東京都港区南麻布２,45.13,1LDK,3.32,1983-07-01,東京メトロ南北線,麻布十番,7,14715,東京都,港区,南麻布２,35.6489146,139.7351855
190,グリーンヒルズ目白台,5580,東京都文京区目白台１-23-7,62.94,1LDK+S（納戸）,,1989-12-01,東京メトロ有楽町線,護国寺,8,12370,東京都,文京区,目白台,35.7150004,139.7245096
191,スターロワイヤル高輪,5580,東京都港区高輪２,58.85,1LDK,5.85,1989-12-01,ＪＲ山手線,高輪ゲートウェイ,12,12370,東京都,港区,高輪２,35.6373108,139.73774
192,秀和第２南平台レジデンス,5580,東京都渋谷区南平台町,43.0,1LDK,,1970-09-01,ＪＲ山手線,渋谷,10,19401,東京都,渋谷区,南平台町,35.65368400000001,139.6956046
193,秀和第2三田綱町レジデンス,5580,東京都港区三田２,48.3,1LDK,4.5,1972-02-01,東京メトロ南北線,麻布十番,3,18883,東京都,港区,三田２,35.6494981,139.7409333
194,アスコットパーク日本橋浜町,5580,東京都中央区日本橋浜町１,37.68,1LDK,3.11,2004-07-01,都営新宿線,浜町,3,7044,東京都,中央区,日本橋浜町１,35.6901639,139.7872554
195,マノア六本木,5650,東京都港区六本木３,43.2,2DK,6.17,1981-11-01,東京メトロ南北線,六本木一丁目,5,15322,東京都,港区,六本木３,35.6632012,139.7364627
196,スカイコートヴァンテアン東日本橋,5650,東京都中央区東日本橋１,46.47,1LDK,4.64,2006-03-01,都営浅草線,東日本橋,3,6436,東京都,中央区,東日本橋１,35.6912147,139.7862967
197,セザールスカイリバー,5680,東京都中央区日本橋箱崎町19-35,53.13,1LDK+S（納戸）,3.81,1999-03-01,東京メトロ半蔵門線,水天宮前,4,8993,東京都,中央区,日本橋箱崎町19-35,35.6792343,139.7878482
198,クレストシティレジデンス,5680,東京都中央区勝どき５-5-14,50.39,1LDK,9.5,2007-02-01,都営大江戸線,勝どき,7,6099,東京都,中央区,勝どき,35.6572255,139.771398
199,東日本橋デュープレックスポーション,5680,東京都中央区東日本橋２-１５－７,53.42,ワンルーム,3.94,2005-01-01,ＪＲ総武線快速,馬喰町,2,6860,東京都,中央区,東日本橋２-１５－７,35.6940453,139.7854378
200,レクシオシティ代々木参宮橋,5680,東京都渋谷区代々木５,43.42,1LDK,6.3,2003-11-01,小田急線,参宮橋,6,7287,東京都,渋谷区,代々木５,35.6748955,139.6898612
201,クレストシティレジデンス,5680,東京都中央区勝どき５,50.39,1LDK,9.9,2007-02-01,都営大江戸線,勝どき,7,6099,東京都,中央区,勝どき５,35.657516,139.7709587
202,東日本橋デュープレックスポーション,5680,東京都中央区東日本橋２,53.42,1LDK,3.94,2005-01-01,ＪＲ総武線快速,馬喰町,2,6860,東京都,中央区,東日本橋２,35.6935105,139.7862967
203,クレストシティレジデンス,5680,東京都中央区勝どき５-５－１４,50.39,1LDK,9.9,2007-02-01,都営大江戸線,勝どき,7,6099,東京都,中央区,勝どき５-５－１４,35.6572255,139.771398
204,ニューハウス浜町,5689,東京都中央区日本橋浜町３,63.74,2LDK,7.7,1979-03-01,東京メトロ半蔵門線,水天宮前,7,16298,東京都,中央区,日本橋浜町３,35.684715,139.7901318
205,ルフォン築地ザ・レジデンス,5690,東京都中央区築地６,40.93,1LDK,4.49,2018-02-01,東京メトロ日比谷線,築地,6,2081,東京都,中央区,築地６,35.664281,139.7735148
206,シャルムコート東日本橋,5780,東京都中央区東日本橋２,50.15,2LDK,2.55,2004-06-01,都営浅草線,東日本橋,1,7074,東京都,中央区,東日本橋２,35.6935105,139.7862967
207,ジェイパーク乃木坂,5780,東京都港区西麻布１-4-51,38.96,1LDK,4.44,1998-04-01,東京メトロ日比谷線,六本木,6,9327,東京都,港区,西麻布,35.6625752,139.7267645
208,ピアース麻布十番,5780,東京都港区南麻布１,25.22,ワンルーム,2.97,2019-10-01,東京メトロ南北線,麻布十番,7,1474,東京都,港区,南麻布１,35.650698,139.7339083
209,ストーク東神田,5780,東京都千代田区東神田３,59.0,2LDK,6.5,1982-02-01,ＪＲ総武線,浅草橋,3,15230,東京都,千代田区,東神田３,35.6971217,139.7813434
210,市谷薬王寺マンション,5780,東京都新宿区市谷薬王寺町,69.22,2LDK+S（納戸）,4.5,1970-03-01,都営大江戸線,牛込柳町,7,19585,東京都,新宿区,市谷薬王寺町,35.6969677,139.7262455
211,シャルムコート東日本橋,5780,東京都中央区東日本橋２,50.15,2LDK,2.55,2004-06-01,都営浅草線,東日本橋,1,7074,東京都,中央区,東日本橋２,35.6935105,139.7862967
212,小石川ザ・レジデンス イーストスクエア,5780,東京都文京区小石川３,46.7,1LDK,7.37,2005-02-01,東京メトロ丸ノ内線,後楽園,10,6829,東京都,文京区,小石川３,35.713201,139.7466817
213,シャルムコート東日本橋,5780,東京都中央区東日本橋２,50.15,2LDK,2.55,2004-06-01,都営浅草線,東日本橋,1,7074,東京都,中央区,東日本橋２,35.6935105,139.7862967
214,パークコート神宮前 The Forest,5790,東京都渋谷区神宮前１,49.2,1LDK,10.8,2009-01-01,ＪＲ山手線,原宿,6,5399,東京都,渋谷区,神宮前１,35.671872,139.7051782
215,カテリーナ護国寺,5799,東京都文京区大塚５,46.5,2LDK,4.75,2005-11-01,東京メトロ有楽町線,護国寺,4,6556,東京都,文京区,大塚５,35.7223986,139.7281611
216,プレジール新宿大久保,5820,東京都新宿区大久保２,48.01,1LDK,9.72,2009-03-01,ＪＲ山手線,新大久保,5,5340,東京都,新宿区,大久保２,35.7025271,139.7058165
217,ＢＥＬＩＳＴＡ人形町,5870,東京都中央区日本橋堀留町１,44.66,1LDK,5.82,2011-10-01,東京メトロ日比谷線,小伝馬町,3,4396,東京都,中央区,日本橋堀留町１,35.687665,139.7795858
218,カテリーナ文京千駄木,5880,東京都文京区千駄木４,50.91,2LDK,5.22,2001-02-01,東京メトロ千代田線,千駄木,9,8290,東京都,文京区,千駄木４,35.7307875,139.7597773
219,AXAS高田馬場,5880,東京都新宿区高田馬場４,50.43,1LDK,8.12,2011-05-01,東京メトロ東西線,落合,9,4549,東京都,新宿区,高田馬場４,35.7111135,139.7000721
220,哲学堂リリエンハイム,5880,東京都新宿区西落合２-15-6,74.75,3LDK,3.24,1984-02-01,西武新宿線,新井薬師前,12,14500,東京都,新宿区,西落合,35.7230133,139.6758041
221,ハイマート渋谷神泉,5880,東京都渋谷区神泉町,53.99,1LDK,3.98,1975-03-01,京王井の頭線,神泉,4,17759,東京都,渋谷区,神泉町,35.656833,139.6927328
222,シャトー市ヶ谷,5898,東京都新宿区市谷左内町33,81.81,2LDK,5.94,1969-01-01,ＪＲ総武線,市ケ谷,6,20009,東京都,新宿区,市谷左内町33,35.6943639,139.7323517
223,伊達坂ハイツ,5980,東京都渋谷区恵比寿３-43-7,57.57,2LDK,,1973-03-01,ＪＲ山手線,恵比寿,11,18489,東京都,渋谷区,恵比寿,35.6448407,139.72016
224,ＣＯＮＯＥ秋葉原岩本町,5980,東京都千代田区岩本町３-8-8,47.29,1LDK,11.86,2013-01-01,都営新宿線,岩本町,3,3938,東京都,千代田区,岩本町,35.6963887,139.7772991
225,ライオンズマンション代々木,5980,東京都渋谷区代々木３,59.23,1LDK+S（納戸）,3.63,1977-09-01,ＪＲ山手線,代々木,7,16844,東京都,渋谷区,代々木３,35.6829997,139.6943282
226,アールヴェール文京大塚公園,5980,東京都文京区大塚５,42.36,1LDK,6.88,1999-12-01,東京メトロ丸ノ内線,新大塚,2,8718,東京都,文京区,大塚５,35.7223986,139.7281611
227,CONOE秋葉原岩本町,5980,東京都千代田区岩本町３,47.29,1LDK,11.86,2013-10-01,都営新宿線,岩本町,3,3665,東京都,千代田区,岩本町３,35.6956645,139.777349
228,ウエリス渋谷本町,5980,東京都渋谷区本町４,55.87,2LDK,8.31,2016-09-01,都営大江戸線,西新宿五丁目,8,2599,東京都,渋谷区,本町４,35.6865321,139.68029
229,白山パーク・ホームズ,5980,東京都文京区白山２,56.76,2LDK,,1986-11-01,都営三田線,春日,9,13496,東京都,文京区,白山２,35.7176679,139.7492367
230,アルシオン芝浦,5980,東京都港区芝浦４,55.16,1LDK,8.71,2000-02-01,ＪＲ山手線,田町,11,8656,東京都,港区,芝浦４,35.6400662,139.7460429
